日付,時間,役,順位,名前,得票数
04/21,22,霊,4,瑞希,159
04/21,22,霊,5,杏奈,126
04/21,22,霊,6,琴葉,98
04/21,22,霊,7,ジュリア,77
04/21,22,霊,8,まつり,69
04/21,22,霊,9,可憐,66
04/21,22,霊,10,莉緒,60
04/21,23,霊,1,麗花,2606
04/21,23,霊,2,紗代子,2590
04/21,23,霊,3,美也,735
04/21,23,霊,4,瑞希,166
04/21,23,霊,5,杏奈,126
04/21,23,霊,6,琴葉,98
04/21,23,霊,7,ジュリア,79
04/21,23,霊,8,まつり,69
04/21,23,霊,9,可憐,67
04/21,23,霊,10,莉緒,61
04/22,0,霊,1,麗花,2645
04/22,0,霊,2,紗代子,2625
04/22,0,霊,3,美也,750
04/22,0,霊,4,瑞希,168
04/22,0,霊,5,杏奈,126
04/22,0,霊,6,琴葉,98
04/22,0,霊,7,ジュリア,79
04/22,0,霊,8,まつり,69
04/22,0,霊,9,可憐,68
04/22,0,霊,10,莉緒,61
04/22,1,霊,1,麗花,2818
04/22,1,霊,2,紗代子,2797
04/22,1,霊,3,美也,799
04/22,1,霊,4,瑞希,173
04/22,1,霊,5,杏奈,128
04/22,1,霊,6,琴葉,100
04/22,1,霊,7,ジュリア,79
04/22,1,霊,8,まつり,71
04/22,1,霊,9,可憐,70
04/22,1,霊,10,莉緒,62
04/22,2,霊,1,紗代子,2875
04/22,2,霊,2,麗花,2875
04/22,2,霊,3,美也,815
04/22,2,霊,4,瑞希,177
04/22,2,霊,5,杏奈,128
04/22,2,霊,6,琴葉,101
04/22,2,霊,7,ジュリア,79
04/22,2,霊,8,まつり,71
04/22,2,霊,9,可憐,70
04/22,2,霊,10,莉緒,62
04/22,3,霊,1,麗花,2904
04/22,3,霊,2,紗代子,2904
04/22,3,霊,3,美也,826
04/22,3,霊,4,瑞希,177
04/22,3,霊,5,杏奈,129
04/22,3,霊,6,琴葉,101
04/22,3,霊,7,ジュリア,79
04/22,3,霊,8,まつり,72
04/22,3,霊,9,可憐,70
04/22,3,霊,10,莉緒,62
04/22,4,霊,1,麗花,2918
04/22,4,霊,2,紗代子,2916
04/22,4,霊,3,美也,828
04/22,4,霊,4,瑞希,179
04/22,4,霊,5,杏奈,129
04/22,4,霊,6,琴葉,103
04/22,4,霊,7,ジュリア,79
04/22,4,霊,8,まつり,72
04/22,4,霊,9,可憐,70
04/22,4,霊,10,莉緒,62
04/22,5,霊,1,麗花,2933
04/22,5,霊,2,紗代子,2931
04/22,5,霊,3,美也,830
04/22,5,霊,4,瑞希,179
04/22,5,霊,5,杏奈,133
04/22,5,霊,6,琴葉,103
04/22,5,霊,7,ジュリア,79
04/22,5,霊,8,まつり,72
04/22,5,霊,9,可憐,70
04/22,5,霊,10,莉緒,62
04/22,6,霊,1,麗花,2958
04/22,6,霊,2,紗代子,2942
04/22,6,霊,3,美也,830
04/22,6,霊,4,瑞希,179
04/22,6,霊,5,杏奈,144
04/22,6,霊,6,琴葉,104
04/22,6,霊,7,ジュリア,79
04/22,6,霊,8,まつり,72
04/22,6,霊,9,可憐,72
04/22,6,霊,10,莉緒,64
04/22,7,霊,1,麗花,2987
04/22,7,霊,2,紗代子,2986
04/22,7,霊,3,美也,838
04/22,7,霊,4,瑞希,180
04/22,7,霊,5,杏奈,144
04/22,7,霊,6,琴葉,104
04/22,7,霊,7,ジュリア,80
04/22,7,霊,8,まつり,73
04/22,7,霊,9,可憐,72
04/22,7,霊,10,莉緒,64
04/22,8,霊,1,麗花,3054
04/22,8,霊,2,紗代子,3036
04/22,8,霊,3,美也,847
