日付,時間,役,順位,名前,得票数
04/22,5,勇者,4,海美,222
04/22,5,勇者,5,静香,212
04/22,5,勇者,6,翼,199
04/22,5,勇者,7,昴,188
04/22,5,勇者,8,琴葉,162
04/22,5,勇者,9,志保,134
04/22,5,勇者,10,紗代子,101
04/22,6,勇者,1,杏奈,4965
04/22,6,勇者,2,百合子,4917
04/22,6,勇者,3,未来,645
04/22,6,勇者,4,海美,222
04/22,6,勇者,5,静香,212
04/22,6,勇者,6,翼,200
04/22,6,勇者,7,昴,188
04/22,6,勇者,8,琴葉,162
04/22,6,勇者,9,志保,134
04/22,6,勇者,10,紗代子,101
04/22,7,勇者,1,杏奈,5022
04/22,7,勇者,2,百合子,4987
04/22,7,勇者,3,未来,650
04/22,7,勇者,4,海美,222
04/22,7,勇者,5,静香,212
04/22,7,勇者,6,翼,200
