日付,時間,役,順位,名前,得票数
04/20,17,風来坊,2,翼,619
04/20,17,風来坊,3,杏奈,456
04/20,17,風来坊,4,昴,302
04/20,17,風来坊,5,奈緒,302
04/20,17,風来坊,6,瑞希,252
04/20,17,風来坊,7,恵美,200
04/20,17,風来坊,8,静香,174
04/20,17,風来坊,9,未来,161
04/20,17,風来坊,10,星梨花,150
04/20,18,風来坊,1,ジュリア,1482
04/20,18,風来坊,2,翼,668
04/20,18,風来坊,3,杏奈,457
04/20,18,風来坊,4,奈緒,306
04/20,18,風来坊,5,昴,303
04/20,18,風来坊,6,瑞希,254
04/20,18,風来坊,7,恵美,201
04/20,18,風来坊,8,静香,178
04/20,18,風来坊,9,未来,163
04/20,18,風来坊,10,星梨花,150
04/20,19,風来坊,1,ジュリア,1489
04/20,19,風来坊,2,翼,671
04/20,19,風来坊,3,杏奈,464
04/20,19,風来坊,4,昴,308
04/20,19,風来坊,5,奈緒,307
04/20,19,風来坊,6,瑞希,260
04/20,19,風来坊,7,恵美,201
04/20,19,風来坊,8,静香,178
04/20,19,風来坊,9,未来,167
04/20,19,風来坊,10,星梨花,150
04/20,20,風来坊,1,ジュリア,1506
04/20,20,風来坊,2,翼,674
04/20,20,風来坊,3,杏奈,466
04/20,20,風来坊,4,昴,313
04/20,20,風来坊,5,奈緒,309
04/20,20,風来坊,6,瑞希,260
04/20,20,風来坊,7,恵美,207
04/20,20,風来坊,8,静香,178
04/20,20,風来坊,9,未来,170
04/20,20,風来坊,10,星梨花,151
04/20,21,風来坊,1,ジュリア,1516
04/20,21,風来坊,2,翼,692
04/20,21,風来坊,3,杏奈,471
04/20,21,風来坊,4,昴,325
04/20,21,風来坊,5,奈緒,312
04/20,21,風来坊,6,瑞希,262
04/20,21,風来坊,7,恵美,207
04/20,21,風来坊,8,静香,181
04/20,21,風来坊,9,未来,171
04/20,21,風来坊,10,星梨花,152
04/20,22,風来坊,1,ジュリア,1532
04/20,22,風来坊,2,翼,705
04/20,22,風来坊,3,杏奈,477
04/20,22,風来坊,4,昴,335
04/20,22,風来坊,5,奈緒,318
04/20,22,風来坊,6,瑞希,264
04/20,22,風来坊,7,恵美,215
04/20,22,風来坊,8,静香,185
04/20,22,風来坊,9,未来,172
04/20,22,風来坊,10,星梨花,153
04/20,23,風来坊,1,ジュリア,1552
04/20,23,風来坊,2,翼,723
04/20,23,風来坊,3,杏奈,484
04/20,23,風来坊,4,昴,336
04/20,23,風来坊,5,奈緒,321
04/20,23,風来坊,6,瑞希,266
04/20,23,風来坊,7,恵美,219
04/20,23,風来坊,8,静香,192
04/20,23,風来坊,9,未来,176
04/20,23,風来坊,10,星梨花,159
04/21,0,風来坊,1,ジュリア,1584
04/21,0,風来坊,2,翼,728
04/21,0,風来坊,3,杏奈,493
04/21,0,風来坊,4,昴,343
04/21,0,風来坊,5,奈緒,326
04/21,0,風来坊,6,瑞希,266
04/21,0,風来坊,7,恵美,227
04/21,0,風来坊,8,静香,201
04/21,0,風来坊,9,未来,183
04/21,0,風来坊,10,星梨花,159
04/21,1,風来坊,1,ジュリア,1691
04/21,1,風来坊,2,翼,797
04/21,1,風来坊,3,杏奈,510
04/21,1,風来坊,4,昴,353
04/21,1,風来坊,5,奈緒,338
04/21,1,風来坊,6,瑞希,271
04/21,1,風来坊,7,恵美,237
04/21,1,風来坊,8,静香,204
04/21,1,風来坊,9,未来,190
04/21,1,風来坊,10,星梨花,166
04/21,2,風来坊,1,ジュリア,1730
04/21,2,風来坊,2,翼,830
04/21,2,風来坊,3,杏奈,510
04/21,2,風来坊,4,昴,355
04/21,2,風来坊,5,奈緒,345
04/21,2,風来坊,6,瑞希,278
04/21,2,風来坊,7,恵美,246
04/21,2,風来坊,8,静香,206
04/21,2,風来坊,9,未来,196
04/21,2,風来坊,10,星梨花,170
04/21,3,風来坊,1,ジュリア,1752
04/21,3,風来坊,2,翼,837
04/21,3,風来坊,3,杏奈,521
04/21,3,風来坊,4,昴,361
04/21,3,風来坊,5,奈緒,357
04/21,3,風来坊,6,瑞希,278
04/21,3,風来坊,7,恵美,247
04/21,3,風来坊,8,静香,206
04/21,3,風来坊,9,未来,196
04/21,3,風来坊,10,星梨花,170
04/21,4,風来坊,1,ジュリア,1767
04/21,4,風来坊,2,翼,848
04/21,4,風来坊,3,杏奈,521
04/21,4,風来坊,4,昴,362
04/21,4,風来坊,5,奈緒,357
04/21,4,風来坊,6,瑞希,285
04/21,4,風来坊,7,恵美,248
04/21,4,風来坊,8,静香,211
04/21,4,風来坊,9,未来,197
04/21,4,風来坊,10,星梨花,170
04/21,5,風来坊,1,ジュリア,1768
04/21,5,風来坊,2,翼,848
04/21,5,風来坊,3,杏奈,522
04/21,5,風来坊,4,昴,362
04/21,5,風来坊,5,奈緒,357
04/21,5,風来坊,6,瑞希,285
04/21,5,風来坊,7,恵美,248
04/21,5,風来坊,8,静香,212
04/21,5,風来坊,9,未来,198
04/21,5,風来坊,10,星梨花,172
04/21,6,風来坊,1,ジュリア,1779
04/21,6,風来坊,2,翼,854
