日付,時間,役,順位,名前,得票数
04/21,4,幼なじみ,4,翼,146
04/21,4,幼なじみ,5,海美,130
04/21,4,幼なじみ,6,静香,96
04/21,4,幼なじみ,7,未来,74
04/21,4,幼なじみ,8,エレナ,70
04/21,4,幼なじみ,9,奈緒,64
04/21,4,幼なじみ,10,志保,63
04/21,5,幼なじみ,1,恵美,2091
04/21,5,幼なじみ,2,美奈子,1747
04/21,5,幼なじみ,3,琴葉,184
04/21,5,幼なじみ,4,翼,146
04/21,5,幼なじみ,5,海美,130
04/21,5,幼なじみ,6,静香,97
04/21,5,幼なじみ,7,未来,74
04/21,5,幼なじみ,8,エレナ,71
04/21,5,幼なじみ,9,奈緒,64
04/21,5,幼なじみ,10,志保,63
04/21,6,幼なじみ,1,恵美,2109
04/21,6,幼なじみ,2,美奈子,1761
04/21,6,幼なじみ,3,琴葉,184
04/21,6,幼なじみ,4,翼,146
04/21,6,幼なじみ,5,海美,130
04/21,6,幼なじみ,6,静香,97
04/21,6,幼なじみ,7,未来,74
04/21,6,幼なじみ,8,エレナ,71
04/21,6,幼なじみ,9,奈緒,64
04/21,6,幼なじみ,10,志保,64
04/21,7,幼なじみ,1,恵美,2140
04/21,7,幼なじみ,2,美奈子,1777
04/21,7,幼なじみ,3,琴葉,186
04/21,7,幼なじみ,4,翼,147
04/21,7,幼なじみ,5,海美,130
04/21,7,幼なじみ,6,静香,97
04/21,7,幼なじみ,7,未来,75
04/21,7,幼なじみ,8,エレナ,71
04/21,7,幼なじみ,9,志保,66
04/21,7,幼なじみ,10,奈緒,65
04/21,8,幼なじみ,1,恵美,2181
04/21,8,幼なじみ,2,美奈子,1818
04/21,8,幼なじみ,3,琴葉,188
04/21,8,幼なじみ,4,翼,153
04/21,8,幼なじみ,5,海美,130
04/21,8,幼なじみ,6,静香,100
04/21,8,幼なじみ,7,未来,77
04/21,8,幼なじみ,8,エレナ,71
04/21,8,幼なじみ,9,志保,66
04/21,8,幼なじみ,10,奈緒,65
04/21,9,幼なじみ,1,恵美,2215
04/21,9,幼なじみ,2,美奈子,1837
04/21,9,幼なじみ,3,琴葉,188
04/21,9,幼なじみ,4,翼,154
04/21,9,幼なじみ,5,海美,130
04/21,9,幼なじみ,6,静香,100
04/21,9,幼なじみ,7,未来,78
04/21,9,幼なじみ,8,エレナ,71
04/21,9,幼なじみ,9,志保,67
04/21,9,幼なじみ,10,奈緒,66
04/21,10,幼なじみ,1,恵美,2237
04/21,10,幼なじみ,2,美奈子,1854
04/21,10,幼なじみ,3,琴葉,188
04/21,10,幼なじみ,4,翼,154
04/21,10,幼なじみ,5,海美,130
04/21,10,幼なじみ,6,静香,101
04/21,10,幼なじみ,7,未来,78
04/21,10,幼なじみ,8,エレナ,72
04/21,10,幼なじみ,9,志保,67
04/21,10,幼なじみ,10,奈緒,66
04/21,11,幼なじみ,1,恵美,2249
04/21,11,幼なじみ,2,美奈子,1872
04/21,11,幼なじみ,3,琴葉,189
04/21,11,幼なじみ,4,翼,154
04/21,11,幼なじみ,5,海美,130
04/21,11,幼なじみ,6,静香,101
04/21,11,幼なじみ,7,未来,79
04/21,11,幼なじみ,8,エレナ,72
04/21,11,幼なじみ,9,志保,67
04/21,11,幼なじみ,10,奈緒,66
04/21,12,幼なじみ,1,恵美,2269
04/21,12,幼なじみ,2,美奈子,1908
04/21,12,幼なじみ,3,琴葉,189
04/21,12,幼なじみ,4,翼,154
04/21,12,幼なじみ,5,海美,130
04/21,12,幼なじみ,6,静香,101
04/21,12,幼なじみ,7,未来,79
04/21,12,幼なじみ,8,エレナ,72
04/21,12,幼なじみ,9,志保,67
04/21,12,幼なじみ,10,奈緒,67
04/21,13,幼なじみ,1,恵美,2308
04/21,13,幼なじみ,2,美奈子,1935
04/21,13,幼なじみ,3,琴葉,189
04/21,13,幼なじみ,4,翼,155
04/21,13,幼なじみ,5,海美,130
04/21,13,幼なじみ,6,静香,101
04/21,13,幼なじみ,7,未来,81
04/21,13,幼なじみ,8,エレナ,72
04/21,13,幼なじみ,9,志保,67
04/21,13,幼なじみ,10,奈緒,67
04/21,14,幼なじみ,1,恵美,2325
04/21,14,幼なじみ,2,美奈子,1969
04/21,14,幼なじみ,3,琴葉,189
04/21,14,幼なじみ,4,翼,155
04/21,14,幼なじみ,5,海美,131
04/21,14,幼なじみ,6,静香,101
04/21,14,幼なじみ,7,奈緒,97
04/21,14,幼なじみ,8,未来,81
04/21,14,幼なじみ,9,エレナ,72
04/21,14,幼なじみ,10,志保,67
04/21,15,幼なじみ,1,恵美,2338
04/21,15,幼なじみ,2,美奈子,1983
04/21,15,幼なじみ,3,琴葉,190
04/21,15,幼なじみ,4,翼,156
04/21,15,幼なじみ,5,海美,131
04/21,15,幼なじみ,6,静香,101
04/21,15,幼なじみ,7,奈緒,97
04/21,15,幼なじみ,8,未来,82
04/21,15,幼なじみ,9,エレナ,72
04/21,15,幼なじみ,10,志保,68
04/21,16,幼なじみ,1,恵美,2351
04/21,16,幼なじみ,2,美奈子,1995
04/21,16,幼なじみ,3,琴葉,190
04/21,16,幼なじみ,4,翼,160
04/21,16,幼なじみ,5,海美,131
04/21,16,幼なじみ,6,静香,102
04/21,16,幼なじみ,7,奈緒,97
04/21,16,幼なじみ,8,未来,83
04/21,16,幼なじみ,9,エレナ,72
04/21,16,幼なじみ,10,志保,68
04/21,17,幼なじみ,1,恵美,2372
04/21,17,幼なじみ,2,美奈子,2012
04/21,17,幼なじみ,3,琴葉,190
04/21,17,幼なじみ,4,翼,160
04/21,17,幼なじみ,5,海美,132
04/21,17,幼なじみ,6,静香,103
04/21,17,幼なじみ,7,奈緒,97
04/21,17,幼なじみ,8,未来,84
04/21,17,幼なじみ,9,エレナ,72
04/21,17,幼なじみ,10,志保,68
04/21,18,幼なじみ,1,恵美,2382
04/21,18,幼なじみ,2,美奈子,2023
04/21,18,幼なじみ,3,琴葉,190
04/21,18,幼なじみ,4,翼,163
04/21,18,幼なじみ,5,海美,132
04/21,18,幼なじみ,6,静香,103
04/21,18,幼なじみ,7,奈緒,97
04/21,18,幼なじみ,8,未来,85
04/21,18,幼なじみ,9,エレナ,72
04/21,18,幼なじみ,10,杏奈,70
04/21,19,幼なじみ,1,恵美,2419
04/21,19,幼なじみ,2,美奈子,2030
04/21,19,幼なじみ,3,琴葉,190
04/21,19,幼なじみ,4,翼,171
04/21,19,幼なじみ,5,海美,132
04/21,19,幼なじみ,6,静香,103
04/21,19,幼なじみ,7,奈緒,97
04/21,19,幼なじみ,8,未来,85
04/21,19,幼なじみ,9,エレナ,72
